reference	Homo_sapiens	Gorilla_gorilla	Macaca_mulatta	Nomascus_leucogenys	Pan_troglodytes	Pongo_abelii
Homo_sapiens	ENSG00000137075	ENSG00000137075_16962_P	ENSMMUG00000016605	ENSNLEG00000003808	gene18804	gene_RNF38	
Homo_sapiens	ENSG00000281406	ENSG00000281406-6113-M	ENSG00000281406-1968-P	ENSG00000281406-1963-P	ENSG00000281406-1809-M	ENSG00000281406-1959-P	
Homo_sapiens	ENSG00000030304	ENSG00000030304_16964_P	ENSMMUG00000007065	ENSNLEG00000017469	gene19382	gene_MUSK	
Homo_sapiens	ENSG00000065361	ENSGGOG00000037412_14623_M	ENSMMUG00000020758	ENSNLEG00000017554	gene24342	gene_ERBB3	
Homo_sapiens	ENSG00000248099	ENSGGOG00000037078_11080_M	ENSMMUG00000042375	ENSNLEG00000030836	ENSG00000248099-1812-M	gene_INSL3	
Homo_sapiens	ENSG00000022267	ENSG00000022267_16967_P	ENSMMUG00000007922	ENSNLEG00000002560	gene39079	gene_FHL1	
Homo_sapiens	ENSG00000151657	ENSG00000151657_16968_M	ENSMMUG00000009206	ENSNLEG00000011891	gene20002	gene_KIN	
Homo_sapiens	ENSG00000244509	ENSG00000244509_16969_P	ENSMMUG00000004018	ENSNLEG00000028392	gene37460	gene_APOBEC3C	
Homo_sapiens	ENSG00000165757	-	ENSMMUG00000021559	ENSNLEG00000017054	gene20235	gene_JCAD	
Homo_sapiens	ENSG00000214534	-	-	ENSNLEG00000015104	-	gene_LOC100432405	
Homo_sapiens	ENSG00000108961	ENSGGOG00000011083_10964_P	ENSMMUG00000013540	ENSNLEG00000027240	gene31990	gene_RANGRF	
Homo_sapiens	ENSG00000101391	ENSGGOG00000003253_11050_M	ENSMMUG00000008470	ENSNLEG00000009942	gene35860	gene_CDK5RAP1	
Homo_sapiens	ENSG00000159387	ENSGGOG00000004496_19275_P	ENSMMUG00000011658	ENSNLEG00000001193	gene30093	gene_IRX6	
Homo_sapiens	ENSG00000167671	ENSGGOG00000009243_15185_M	ENSMMUG00000016709	ENSNLEG00000003179	gene33581	gene_UBXN6	
Homo_sapiens	ENSG00000156795	ENSGGOG00000010298_13669_P	ENSMMUG00000028923	ENSNLEG00000005332	gene18143	gene_WDYHV1	
Homo_sapiens	ENSG00000079156	ENSGGOG00000008266_2526_P	ENSMMUG00000002183	ENSNLEG00000006086	gene5802	gene_OSBPL6	
Homo_sapiens	ENSG00000278637	ENSG00000278637-6127-P	ENSMMUG00000045210	ENSNLEG00000035149	ENSG00000278637-1839-M	gene_LOC103890828	
Homo_sapiens	ENSG00000185347	-	ENSMMUG00000007159	ENSNLEG00000016503	gene27933	gene_TEDC1	
Homo_sapiens	ENSG00000162959	ENSG00000162959_16991_P	ENSMMUG00000003908	ENSNLEG00000015577	gene4211	gene_MEMO1	
Homo_sapiens	ENSG00000155542	ENSGGOG00000014616_7729_M	ENSMMUG00000030085	ENSNLEG00000002266	gene12549	gene_SETD9	
Homo_sapiens	ENSG00000184434	ENSGGOG00000036824_10558_P	ENSMMUG00000006079	ENSNLEG00000004376	gene18637	gene_LRRC19	
Homo_sapiens	ENSG00000250821	ENSGGOG00000038477_19506_M	ENSMMUG00000039297	ENSNLEG00000032675	gene9593	gene_LOC100457312	
Homo_sapiens	ENSG00000054598	ENSGGOG00000009269_2620_P	ENSMMUG00000005778	ENSNLEG00000010830	gene12575	gene_FOXC1	
Homo_sapiens	ENSG00000135164	ENSG00000135164_16996_M	ENSMMUG00000010781	ENSNLEG00000014921	gene15883	gene_DMTF1	
Homo_sapiens	ENSG00000177535	ENSGGOG00000010633_9971_M	ENSMMUG00000005949	-	gene3753	gene_LOC112132564	
Homo_sapiens	ENSG00000198223	-	ENSMMUG00000039887	ENSNLEG00000028680	gene37725	gene_LOC100452320	
Homo_sapiens	ENSG00000150687	ENSG00000150687_16999_P	ENSMMUG00000003717	ENSG00000150687-2001-M	gene23093	gene_PRSS23	
Homo_sapiens	ENSG00000171772	ENSGGOG00000003343_21841_M	ENSMMUG00000006341	ENSNLEG00000002608	gene21440	gene_SYCE1	
Homo_sapiens	ENSG00000132465	ENSGGOG00000023846_5528_M	ENSMMUG00000039537	ENSNLEG00000007714	gene9441	gene_JCHAIN	
Homo_sapiens	ENSG00000129007	ENSGGOG00000007834_17124_M	-	ENSNLEG00000013164	gene28812	gene_CALML4	
Homo_sapiens	ENSG00000089234	ENSG00000089234_17003_M	ENSMMUG00000017107	ENSNLEG00000000543	gene25351	gene_BRAP	
Homo_sapiens	ENSG00000189001	ENSGGOG00000000126_9599_M	ENSMMUG00000000836	ENSNLEG00000011196	gene34368	gene_SBSN	
Homo_sapiens	ENSG00000166265	ENSGGOG00000026900_485_M	ENSMMUG00000012107	ENSNLEG00000002745	gene36538	gene_CYYR1	
Homo_sapiens	ENSG00000197746	ENSGGOG00000008433_10933_P	ENSMMUG00000012969	ENSNLEG00000016317	gene20650	gene_PSAP	
Homo_sapiens	ENSG00000204314	-	ENSMMUG00000016647	ENSNLEG00000006574	gene13317	gene_PRRT1	
Homo_sapiens	ENSG00000029153	ENSGGOG00000007332_21087_M	ENSMMUG00000023249	ENSNLEG00000005463	gene24793	gene_ARNTL2	
Homo_sapiens	ENSG00000085224	ENSGGOG00000024999_6523_M	ENSMMUG00000022574	ENSNLEG00000001144	gene38533	gene_ATRX	
Homo_sapiens	ENSG00000101407	ENSGGOG00000012498_19836_M	ENSMMUG00000018923	ENSNLEG00000006294	gene35969	gene_TTI1	
Homo_sapiens	ENSG00000149289	ENSG00000149289_17011_P	ENSMMUG00000048435	ENSNLEG00000029829	gene23310	gene_ZC3H12C	
Homo_sapiens	ENSG00000060566	ENSGGOG00000008831_13238_P	ENSMMUG00000019954	ENSNLEG00000002909	gene33568	gene_CREB3L3	
Homo_sapiens	ENSG00000108821	ENSGGOG00000013208_12096_P	ENSMMUG00000001467	ENSNLEG00000008996	gene32044	gene_COL1A1	
Homo_sapiens	ENSG00000138032	ENSGGOG00000014395_6271_M	ENSMMUG00000022261	ENSNLEG00000016830	gene4341	gene_PPM1B	
Homo_sapiens	ENSG00000126870	ENSGGOG00000016646_3814_P	ENSMMUG00000006973	ENSNLEG00000001739	gene16886	gene_WDR60	
Homo_sapiens	ENSG00000256500	ENSG00000256500-6164-P	ENSG00000256500-2291-P	-	ENSG00000256500-1884-P	ENSG00000256500-2013-P	
Homo_sapiens	ENSG00000167703	ENSGGOG00000007383_6765_M	ENSMMUG00000017561	ENSNLEG00000000842	gene30795	gene_SLC43A2	
Homo_sapiens	ENSG00000165813	ENSGGOG00000008337_20771_M	ENSMMUG00000022514	ENSNLEG00000016199	gene21223	gene_CCDC186	
Homo_sapiens	ENSG00000007372	-	ENSMMUG00000016810	ENSNLEG00000033407	gene22022	gene_PAX6	
Homo_sapiens	ENSG00000185917	ENSGGOG00000026619_17085_M	ENSMMUG00000001125	ENSNLEG00000004341	gene36685	gene_SETD4	
Homo_sapiens	ENSG00000268361	-	-	-	-	-	
Homo_sapiens	ENSG00000177947	ENSG00000177947_17023_P	ENSMMUG00000011502	ENSNLEG00000015548	gene21450	gene_ODF3	
Homo_sapiens	ENSG00000072110	ENSGGOG00000016541_5059_M	ENSMMUG00000010767	ENSNLEG00000001056	gene27312	gene_ACTN1	
Homo_sapiens	ENSG00000101868	ENSGGOG00000016072_14265_P	ENSMMUG00000018433	ENSNLEG00000010066	gene37936	gene_POLA1	
Homo_sapiens	ENSG00000082515	ENSGGOG00000042383_10348_P	ENSMMUG00000021229	ENSNLEG00000029916	gene12035	gene_MRPL22	
Homo_sapiens	ENSG00000250803	ENSGGOG00000041793_954_P	ENSMMUG00000046428	ENSNLEG00000011997	ENSG00000250803-2382-P	gene_LOC100458652	
Homo_sapiens	ENSG00000133275	-	ENSMMUG00000006620	ENSNLEG00000013212	gene33489	gene_CSNK1G2	
Homo_sapiens	ENSG00000283663	-	ENSMMUG00000003917	ENSG00000283663-2031-M	ENSG00000283663-1896-M	ENSG00000283663-2025-M	
Homo_sapiens	ENSG00000174175	ENSGGOG00000000935_2565_M	ENSMMUG00000013044	ENSNLEG00000015004	gene2710	gene_SELP	
Homo_sapiens	ENSG00000100139	-	ENSMMUG00000039143	ENSNLEG00000014971	gene37429	gene_MICALL1	
Homo_sapiens	ENSG00000070785	ENSG00000070785_17031_M	ENSMMUG00000005342	ENSNLEG00000014193	gene979	gene_EIF2B3	
Homo_sapiens	ENSG00000124532	ENSGGOG00000009098_17049_P	ENSMMUG00000001018	ENSNLEG00000001925	gene12910	gene_MRS2	
Homo_sapiens	ENSG00000219607	-	ENSG00000219607-2041-P	ENSNLEG00000018873	gene12634	gene_PPP1R3G	
Homo_sapiens	ENSG00000177992	-	ENSMMUG00000009642	-	gene19073	gene_SPATA31E1	
Homo_sapiens	ENSG00000233927	ENSG00000233927_17035_P	ENSMMUG00000028895	ENSNLEG00000036113	gene33713	gene_RPS28	
Homo_sapiens	ENSG00000160948	ENSGGOG00000016214_9739_M	ENSMMUG00000020667	ENSNLEG00000010713	gene18378	gene_VPS28	
Homo_sapiens	ENSG00000151651	ENSGGOG00000014544_20859_M	ENSMMUG00000023033	ENSNLEG00000002064	gene21423	gene_ADAM8	
Homo_sapiens	ENSG00000113211	ENSGGOG00000034817_7707_P	ENSG00000113211-2050-P	-	gene11835	gene_PCDHB6	
Homo_sapiens	ENSG00000105576	ENSG00000105576_17037_M	ENSMMUG00000005684	ENSNLEG00000012758	gene33893	gene_TNPO2	
Homo_sapiens	ENSG00000177311	-	ENSMMUG00000031526	ENSNLEG00000004569	gene8159	gene_ZBTB38	
Homo_sapiens	ENSG00000146350	ENSGGOG00000022430_16360_M	ENSMMUG00000017715	ENSNLEG00000013663	gene14325	gene_TBC1D32	
Homo_sapiens	ENSG00000165917	ENSGGOG00000007325_2413_M	ENSMMUG00000009498	ENSNLEG00000014627	gene22190	gene_RAPSN	
Homo_sapiens	ENSG00000162496	ENSG00000162496_17043_M	ENSMMUG00000005681	ENSNLEG00000009838	gene229	gene_DHRS3	
Homo_sapiens	ENSG00000001084	ENSGGOG00000006714_5045_M	ENSMMUG00000008684	ENSNLEG00000003422	gene13743	gene_GCLC	
Homo_sapiens	ENSG00000174282	ENSGGOG00000016401_6840_M	ENSMMUG00000023616	ENSNLEG00000030377	gene31004	gene_ZBTB4	
Homo_sapiens	ENSG00000106976	ENSGGOG00000016836_2375_P	ENSMMUG00000013717	ENSNLEG00000017543	gene19617	gene_DNM1	
Homo_sapiens	ENSG00000159871	ENSG00000159871-6200-M	ENSG00000159871-2062-M	ENSNLEG00000001775	gene34663	gene_LYPD5	
Homo_sapiens	ENSG00000215545	ENSGGOG00000006237_9801_M	ENSMMUG00000031231	-	gene35806	gene_DEFB116	
Homo_sapiens	ENSG00000164951	ENSG00000164951_17049_P	ENSMMUG00000004568	ENSNLEG00000002967	gene17871	gene_PDP1	
Homo_sapiens	ENSG00000166200	ENSG00000166200_17050_M	ENSMMUG00000009838	ENSNLEG00000006127	gene28530	gene_COPS2	
Homo_sapiens	ENSG00000112337	ENSGGOG00000012118_3676_M	ENSMMUG00000002586	ENSNLEG00000002979	gene12878	gene_SLC17A2	
Homo_sapiens	ENSG00000159256	ENSGGOG00000011974_1233_P	ENSMMUG00000020043	ENSNLEG00000004420	gene36698	gene_MORC3	
Homo_sapiens	ENSG00000158716	-	ENSMMUG00000018444	ENSNLEG00000013271	gene2503	gene_DUSP23	
Homo_sapiens	ENSG00000179580	ENSGGOG00000009376_21009_P	ENSMMUG00000007940	ENSNLEG00000008887	gene29466	gene_RNF151	
Homo_sapiens	ENSG00000204363	ENSGGOG00000007269_1024_M	-	ENSNLEG00000029354	gene38267	gene_LOC100449851	
Homo_sapiens	ENSG00000115970	-	ENSMMUG00000000642	ENSNLEG00000031549	gene4329	gene_THADA	
Homo_sapiens	ENSG00000159761	-	ENSMMUG00000043912	ENSNLEG00000004840	gene30281	gene_C16H16orf86	
Homo_sapiens	ENSG00000135052	ENSGGOG00000012485_11492_M	ENSMMUG00000001900	ENSNLEG00000003785	gene18877	gene_GOLM1	
Homo_sapiens	ENSG00000109775	ENSG00000109775_17059_M	ENSMMUG00000003520	ENSNLEG00000031231	gene10551	gene_UFSP2	
Homo_sapiens	ENSG00000109654	ENSG00000109654_17060_P	ENSMMUG00000004934	ENSNLEG00000005924	gene10270	gene_TRIM2	
Homo_sapiens	ENSG00000100485	-	ENSMMUG00000007464	ENSNLEG00000012114	gene27071	gene_SOS2	
Homo_sapiens	ENSG00000127152	-	ENSMMUG00000003261	ENSNLEG00000000711	gene27694	gene_BCL11B	
Homo_sapiens	ENSG00000163328	ENSGGOG00000004876_10746_M	ENSMMUG00000021012	ENSNLEG00000005896	gene5740	gene_GPR155	
Homo_sapiens	ENSG00000215845	ENSG00000215845_17064_M	ENSMMUG00000002001	ENSNLEG00000013930	gene2549	gene_TSTD1	
Homo_sapiens	ENSG00000184937	ENSGGOG00000011586_2326_M	ENSMMUG00000009881	ENSNLEG00000017890	gene22029	gene_WT1	
Homo_sapiens	ENSG00000177494	-	ENSMMUG00000045568	ENSNLEG00000031824	gene7743	gene_ZBED2	
Homo_sapiens	ENSG00000111144	ENSGGOG00000006881_16148_M	ENSMMUG00000009312	ENSNLEG00000005897	gene25133	gene_LTA4H	
Homo_sapiens	ENSG00000073067	-	ENSMMUG00000007204	ENSNLEG00000008437	gene14883	gene_LOC100446332	
Homo_sapiens	ENSG00000147160	ENSGGOG00000005920_12832_M	ENSG00000147160-2087-M	ENSNLEG00000000735	gene38409	gene_AWAT2	
Homo_sapiens	ENSG00000160753	ENSGGOG00000000408_35_P	ENSMMUG00000023145	ENSNLEG00000012131	gene2354	gene_RUSC1	
Homo_sapiens	ENSG00000132718	ENSGGOG00000010111_18755_P	ENSMMUG00000021312	ENSNLEG00000012224	gene2374	gene_SYT11	
Homo_sapiens	ENSG00000124767	ENSGGOG00000025685_8581_M	ENSMMUG00000039698	ENSNLEG00000027214	gene13495	gene_GLO1	
Homo_sapiens	ENSG00000284680	ENSG00000284680-6227-M	ENSG00000284680-2091-M	ENSG00000284680-2103-P	gene23585	gene_LOC100447616	
Homo_sapiens	ENSG00000065413	ENSGGOG00000014558_367_M	ENSMMUG00000022425	ENSNLEG00000006855	gene5963	gene_ANKRD44	
Homo_sapiens	ENSG00000072062	ENSG00000072062_17075_M	ENSMMUG00000014132	ENSNLEG00000013417	gene33947	gene_PRKACA	
Homo_sapiens	ENSG00000173818	ENSGGOG00000010209_7579_M	ENSMMUG00000001285	ENSNLEG00000015754	gene32587	gene_LOC100462540	
Homo_sapiens	ENSG00000164342	ENSG00000164342_17077_P	ENSMMUG00000021762	ENSNLEG00000011418	gene10559	gene_TLR3	
Homo_sapiens	ENSG00000123388	-	ENSMMUG00000000924	ENSNLEG00000035339	gene24417	gene_HOXC11	
Homo_sapiens	ENSG00000221996	ENSGGOG00000006514_17641_M	-	ENSG00000221996-2115-P	gene21608	gene_LOC100431925	
Homo_sapiens	ENSG00000169635	-	ENSMMUG00000031089	ENSNLEG00000000203	gene39946	gene_HIC2	
Homo_sapiens	ENSG00000094661	ENSG00000094661_17081_P	ENSG00000094661-2111-P	ENSNLEG00000005163	gene33985	gene_LOC100453775	
Homo_sapiens	ENSG00000135205	ENSG00000135205_17082_M	ENSMMUG00000006696	ENSNLEG00000009462	gene15826	gene_CCDC146	
Homo_sapiens	ENSG00000151612	-	ENSMMUG00000005380	ENSNLEG00000005560	gene10203	gene_ZNF827	
Homo_sapiens	ENSG00000187545	ENSG00000187545_17084_P	ENSMMUG00000045175	ENSNLEG00000009866	-	gene_LOC100442714	
Homo_sapiens	ENSG00000135443	ENSGGOG00000002789_12446_P	ENSMMUG00000018216	ENSNLEG00000017755	gene24483	gene_LOC100446746	
Homo_sapiens	ENSG00000161542	ENSGGOG00000034945_4435_P	ENSMMUG00000003543	ENSNLEG00000034342	gene32499	gene_PRPSAP1	
Homo_sapiens	ENSG00000180872	ENSGGOG00000025282_18715_M	ENSMMUG00000038276	ENSG00000180872-2123-P	gene13694	gene_DEFB112	
Homo_sapiens	ENSG00000185475	ENSGGOG00000001907_20890_P	ENSMMUG00000003682	ENSNLEG00000036102	gene22575	gene_TMEM179B	
Homo_sapiens	ENSG00000140987	-	ENSMMUG00000007564	ENSNLEG00000009646	gene29581	gene_ZSCAN32	
Homo_sapiens	ENSG00000138411	ENSGGOG00000013295_21744_M	ENSMMUG00000005627	ENSNLEG00000006821	gene5956	gene_HECW2	
Homo_sapiens	ENSG00000133398	ENSG00000133398_17091_P	ENSMMUG00000040822	ENSNLEG00000034999	gene10710	gene_MED10	
Homo_sapiens	ENSG00000171811	-	ENSMMUG00000043741	ENSNLEG00000002014	gene21410	gene_CFAP46	
Homo_sapiens	ENSG00000175003	ENSGGOG00000001671_8576_P	ENSMMUG00000015662	ENSNLEG00000035654	gene14731	gene_SLC22A1	
Homo_sapiens	ENSG00000101812	ENSG00000101812_17094_M	ENSMMUG00000032378	ENSNLEG00000036215	-	gene_LOC100452742	
Homo_sapiens	ENSG00000108733	ENSGGOG00000003330_12488_P	ENSMMUG00000006047	ENSNLEG00000013933	gene31540	gene_PEX12	
Homo_sapiens	ENSG00000153820	ENSGGOG00000010865_1797_M	ENSMMUG00000013254	ENSNLEG00000013553	gene6326	gene_SPHKAP	
Homo_sapiens	ENSG00000256514	ENSG00000256514-6244-M	ENSMMUG00000004523	-	ENSG00000256514-1984-M	ENSG00000256514-2113-P	
Homo_sapiens	ENSG00000023287	-	ENSMMUG00000009990	ENSNLEG00000000777	gene17467	gene_RB1CC1	
Homo_sapiens	ENSG00000099817	ENSGGOG00000011267_4781_M	ENSMMUG00000013927	ENSNLEG00000001207	gene33447	gene_POLR2E	
Homo_sapiens	ENSG00000278535	-	ENSG00000278535-2131-P	ENSG00000278535-2142-P	ENSG00000278535-2001-M	ENSG00000278535-2125-M	
Homo_sapiens	ENSG00000116675	ENSGGOG00000010799_1646_P	ENSMMUG00000017259	ENSNLEG00000015165	gene1273	gene_DNAJC6	
Homo_sapiens	ENSG00000162714	ENSGGOG00000001577_11982_M	ENSMMUG00000019585	ENSNLEG00000026623	gene3748	gene_ZNF496	
Homo_sapiens	ENSG00000148704	ENSG00000148704_17103_M	ENSG00000148704-2136-M	ENSNLEG00000032960	gene21249	gene_VAX1	
Homo_sapiens	ENSG00000183077	ENSGGOG00000007031_236_M	ENSMMUG00000002268	ENSNLEG00000000091	gene32546	gene_AFMID	
Homo_sapiens	ENSG00000183629	-	-	ENSG00000183629-2146-M	-	-	
Homo_sapiens	ENSG00000165280	ENSG00000165280_17106_P	ENSMMUG00000020190	ENSNLEG00000004704	gene18753	gene_VCP	
Homo_sapiens	ENSG00000198283	-	ENSMMUG00000011712	ENSNLEG00000031580	gene22420	gene_LOC100938691	
Homo_sapiens	ENSG00000140968	ENSGGOG00000028251_149_P	ENSMMUG00000008125	ENSNLEG00000011429	gene30571	gene_IRF8	
Homo_sapiens	ENSG00000257987	ENSGGOG00000041865_13896_M	ENSG00000257987-2145-P	ENSNLEG00000034433	gene24601	gene_LOC100457380	
Homo_sapiens	ENSG00000249961	ENSG00000249961_17110_M	ENSG00000249961-2149-M	ENSNLEG00000004017	gene30235	gene_TERB1	
Homo_sapiens	ENSG00000073861	ENSGGOG00000002208_16671_M	ENSMMUG00000007098	ENSNLEG00000001655	gene31199	gene_TBX21	
Homo_sapiens	ENSG00000213297	ENSG00000213297-1455-M	-	-	ENSG00000213297-2499-M	-	
Homo_sapiens	ENSG00000180574	ENSGGOG00000004093_8613_P	-	ENSNLEG00000018518	gene23993	ENSG00000180574-2140-P	
Homo_sapiens	ENSG00000087053	ENSG00000087053_17114_M	ENSMMUG00000014801	ENSNLEG00000007138	gene23207	gene_MTMR2	
Homo_sapiens	ENSG00000172673	ENSGGOG00000015774_16548_M	ENSMMUG00000014652	ENSNLEG00000014191	gene14391	gene_THEMIS	
Homo_sapiens	ENSG00000118492	-	ENSMMUG00000013791	ENSNLEG00000015247	gene14568	gene_ADGB	
Homo_sapiens	ENSG00000198000	ENSGGOG00000025612_16833_M	ENSMMUG00000004629	ENSNLEG00000016357	gene19139	gene_NOL8	
Homo_sapiens	ENSG00000183741	-	ENSMMUG00000048395	ENSNLEG00000015212	gene37457	gene_CBX6	
Homo_sapiens	ENSG00000135338	-	ENSMMUG00000004356	ENSNLEG00000012386	gene13926	gene_LCA5	
Homo_sapiens	ENSG00000115806	ENSGGOG00000012535_4708_P	ENSMMUG00000015203	ENSNLEG00000036160	gene5694	gene_GORASP2	
Homo_sapiens	ENSG00000145216	-	ENSG00000145216-2160-M	ENSG00000145216-2589-M	ENSG00000145216-2512-M	ENSG00000145216-2681-M	
Homo_sapiens	ENSG00000165948	ENSGGOG00000036646_11786_P	ENSMMUG00000002383	ENSNLEG00000028196	gene27633	gene_IFI27L1	
Homo_sapiens	ENSG00000101577	ENSGGOG00000000330_8112_P	ENSMMUG00000017548	ENSNLEG00000006886	gene32851	gene_LPIN2	
Homo_sapiens	ENSG00000162687	ENSG00000162687_17124_M	ENSMMUG00000021082	ENSNLEG00000028906	gene2992	gene_KCNT2	
Homo_sapiens	ENSG00000184635	-	ENSMMUG00000045427	ENSNLEG00000031573	gene34146	gene_LOC100460411	
Homo_sapiens	ENSG00000223591	ENSG00000166582_13351_M	ENSG00000223591-2166-M	ENSNLEG00000033915	ENSG00000223591-2031-P	ENSG00000223591-2160-M	
Homo_sapiens	ENSG00000250254	ENSG00000250254_17127_P	ENSMMUG00000047849	ENSG00000250254-2163-M	gene9160	gene_PTTG2	
Homo_sapiens	ENSG00000133393	ENSGGOG00000027401_6478_M	ENSMMUG00000038422	ENSNLEG00000000096	gene29742	gene_FOPNL	
Homo_sapiens	ENSG00000139354	ENSGGOG00000003196_513_P	ENSMMUG00000020360	ENSNLEG00000006116	gene25181	gene_GAS2L3	
Homo_sapiens	ENSG00000112972	ENSGGOG00000001140_7581_P	ENSMMUG00000001226	ENSNLEG00000028375	gene11142	gene_HMGCS1	
Homo_sapiens	ENSG00000011021	ENSGGOG00000012934_17777_P	ENSMMUG00000007829	ENSNLEG00000009669	gene210	gene_CLCN6	
Homo_sapiens	ENSG00000122512	ENSGGOG00000036794_13058_M	ENSMMUG00000030421	ENSNLEG00000000939	gene14986	gene_PMS2	
Homo_sapiens	ENSG00000278677	ENSG00000196747_18199_M	ENSMMUG00000043751	ENSNLEG00000028339	gene13044	gene_LOC100435022	
Homo_sapiens	ENSG00000143919	ENSG00000143919_17138_M	ENSMMUG00000006312	ENSNLEG00000016864	gene4346	gene_CAMKMT	
Homo_sapiens	ENSG00000244607	-	ENSMMUG00000021246	ENSNLEG00000005868	gene7013	gene_CCDC13	
Homo_sapiens	ENSG00000254806	-	ENSMMUG00000041130	ENSNLEG00000028851	gene36081	gene_SYS1	
Homo_sapiens	ENSG00000100101	ENSG00000100101-1482-P	ENSG00000100101-2463-P	-	ENSG00000100101-2540-P	ENSG00000100101-2710-P	
Homo_sapiens	ENSG00000089351	ENSG00000089351_17141_P	ENSMMUG00000001538	ENSNLEG00000010882	gene34342	gene_GRAMD1A	
Homo_sapiens	ENSG00000177663	-	ENSMMUG00000022222	ENSNLEG00000007804	gene37012	gene_IL17RA	
Homo_sapiens	ENSG00000127947	ENSG00000127947_17143_M	ENSMMUG00000009004	ENSNLEG00000009538	gene15833	gene_PTPN12	
Homo_sapiens	ENSG00000106302	ENSGGOG00000006314_7484_P	ENSMMUG00000005718	ENSNLEG00000012182	gene16343	gene_LOC100458070	
Homo_sapiens	ENSG00000046774	ENSGGOG00000001664_12525_M	ENSG00000046774-2182-P	ENSG00000046774-2179-M	gene39141	gene_LOC100455887	
Homo_sapiens	ENSG00000165325	ENSGGOG00000016147_3331_P	ENSMMUG00000006665	ENSNLEG00000007089	gene23155	gene_DEUP1	
Homo_sapiens	ENSG00000178395	-	ENSMMUG00000012698	ENSG00000178395-2182-M	gene3403	gene_CCDC185	
Homo_sapiens	ENSG00000144410	ENSGGOG00000016053_4897_P	ENSG00000144410-2189-P	ENSNLEG00000007121	gene6086	gene_CPO	
Homo_sapiens	ENSG00000177283	ENSG00000177283_17149_P	ENSMMUG00000001694	ENSG00000177283-2186-P	gene20288	gene_FZD8	
Homo_sapiens	ENSG00000167011	ENSGGOG00000002186_3316_P	ENSMMUG00000010746	ENSNLEG00000029483	gene16128	gene_NAT16	
Homo_sapiens	ENSG00000151014	-	ENSMMUG00000004983	ENSNLEG00000014018	gene10119	gene_NOCT	
Homo_sapiens	ENSG00000163297	ENSG00000163297_17151_M	ENSMMUG00000003333	ENSNLEG00000008447	gene9311	gene_ANTXR2	
Homo_sapiens	ENSG00000105750	ENSG00000105750_17153_P	ENSMMUG00000046766	ENSNLEG00000000114	gene34163	gene_LOC100433721	
Homo_sapiens	ENSG00000104312	ENSGGOG00000010840_19328_P	ENSMMUG00000020725	ENSNLEG00000001895	gene17825	gene_RIPK2	
Homo_sapiens	ENSG00000264668	ENSG00000264668-6308-P	ENSG00000264668-2201-P	ENSNLEG00000001483	gene18315	gene_ZFP41	
Homo_sapiens	ENSG00000168309	ENSG00000168309_17154_M	ENSMMUG00000006231	ENSNLEG00000007318	gene7368	gene_FAM107A	
Homo_sapiens	ENSG00000271092	ENSG00000271092-6311-P	ENSMMUG00000004758	ENSG00000271092-2198-M	ENSG00000271092-2067-P	ENSG00000271092-2196-M	
Homo_sapiens	ENSG00000161996	-	ENSMMUG00000013169	ENSNLEG00000008124	gene29386	gene_WDR90	
Homo_sapiens	ENSG00000175520	ENSGGOG00000002050_13830_M	ENSMMUG00000021337	ENSNLEG00000017366	gene21685	gene_UBQLN3	
Homo_sapiens	ENSG00000068366	ENSGGOG00000008614_6511_M	ENSMMUG00000004188	ENSNLEG00000014341	gene38776	gene_ACSL4	
Homo_sapiens	ENSG00000280267	-	ENSMMUG00000040722	ENSNLEG00000009851	-	-	
Homo_sapiens	ENSG00000108602	ENSG00000108602_17163_P	ENSMMUG00000001328	ENSNLEG00000010561	gene31790	gene_ALDH3A1	
Homo_sapiens	ENSG00000198173	-	ENSMMUG00000011104	-	gene38009	gene_FAM47C	
Homo_sapiens	ENSG00000085978	ENSGGOG00000016433_8812_P	ENSMMUG00000023358	ENSNLEG00000008221	gene6415	gene_ATG16L1	
Homo_sapiens	ENSG00000083097	ENSGGOG00000000450_12954_P	ENSMMUG00000012580	ENSNLEG00000012586	gene13953	gene_DOPEY1	
Homo_sapiens	ENSG00000104973	-	ENSMMUG00000020175	ENSNLEG00000005344	gene34917	gene_MED25	
Homo_sapiens	ENSG00000144677	ENSG00000144677_17167_P	ENSMMUG00000002907	ENSNLEG00000028190	gene6931	gene_CTDSPL	
Homo_sapiens	ENSG00000006025	-	ENSMMUG00000019039	ENSNLEG00000001657	gene31198	gene_OSBPL7	
Homo_sapiens	ENSG00000153246	-	ENSG00000153246-2216-M	ENSNLEG00000001340	gene5591	gene_PLA2R1	
Homo_sapiens	ENSG00000101400	-	ENSMMUG00000012719	ENSNLEG00000009970	gene35861	gene_SNTA1	
Homo_sapiens	ENSG00000173674	-	ENSMMUG00000000193	ENSNLEG00000009913	gene37897	gene_EIF1AX	
Homo_sapiens	ENSG00000119632	ENSGGOG00000007541_17060_M	ENSMMUG00000042349	ENSNLEG00000017252	gene27635	gene_IFI27L2	
Homo_sapiens	ENSG00000125872	ENSGGOG00000013818_13329_M	ENSG00000125872-2222-M	ENSNLEG00000014071	gene35544	gene_LRRN4	
Homo_sapiens	ENSG00000170004	-	ENSMMUG00000022221	ENSNLEG00000009770	gene31033	gene_CHD3	
Homo_sapiens	ENSG00000188100	-	ENSMMUG00000016159	-	-	gene_LOC100443396	
